=== Rapport d'Alertes de Sécurité ===
Date d'export: 2025-05-24 05:07:51
Nombre total d'intrusions détectées: 522

=== Détail des Alertes ===
[2025-05-24 05:06:13.23] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.17] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.34] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.49] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.54] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.61] SYN Flood Attack détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.74] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.81] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:47.94] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.13] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.14] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.34] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.45] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.54] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.65] SYN Flood Attack détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.74] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.77] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:48.94] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.09] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.14] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.34] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.41] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.54] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.67] SYN Flood Attack détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.73] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.74] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:49.94] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.05] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.14] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.34] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.37] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.54] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.69] Suspicious Port Activity détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.73] SYN Flood Attack détecté - Source: 127.0.0.1, Destination: 127.0.0.1
[2025-05-24 05:06:50.74] Port Scanning (Multiple ports) détecté - Source: 127.0.0.1, Destination: 127.0.0.1

=== Statistiques ===
Paquets totaux analysés: 5719
Trafic total: 247,68 KB
IPs blacklistées: 127.0.0.1
